text,label
"A film on Lynn's life was intended to be made since the release of the autobiography. Production for the film began in late 1979 and Lynn herself chose Spacek to portray her on screen after seeing a photograph of her, despite being unfamiliar with her films. The film's soundtrack featured all Lynn's hit singles which were all sung by Spacek, as well as Patsy Cline's ``Sweet Dreams'' sung by D'Angelo. The soundtrack reached the top 40 in the U.S. on the Billboard 200 and sold over 500,000 copies, thus being certified gold by the RIAA. Coal Miner's Daughter was released theatrically on March 7, 1980. Upon its release, the film was a critical and commercial success with major acclaim drawn towards Spacek's performance. The film grossed $67 million worldwide against a budget of $15 million, becoming the 7th highest-grossing film of 1980.did sissy spacek sing in coal miner's daughter",1
"Hanks won the Academy Award for Best Actor for his role as Andrew Beckett in the film, while the song ``Streets of Philadelphia'' by Bruce Springsteen won the Academy Award for Best Original Song. Nyswaner was also nominated for the Academy Award for Best Original Screenplay, but lost to Jane Campion for The Piano.did the movie philadelphia win any academy awards",1
"``This Is Me'' is a song performed by Keala Settle for the film The Greatest Showman. It was released on October 26, 2017, by Atlantic Records as a promotional single from The Greatest Showman: Original Motion Picture Soundtrack and the official lead single on December 8, 2017. It won a Golden Globe Award for Best Original Song at the 75th Golden Globe Awards and was nominated for an Academy Award for Best Original Song at the 90th Academy Awards. A second version, performed by American singer Kesha, was released on December 22, 2017.was this is me written for the greatest showman",1
"The shift of a demand curve takes place when there is a change in any non-price determinant of demand, resulting in a new demand curve. Non-price determinants of demand are those things that will cause demand to change even if prices remain the same--in other words, the things whose changes might cause a consumer to buy more or less of a good even if the good's own price remained unchanged. Some of the more important factors are the prices of related goods (both substitutes and complements), income, population, and expectations. However, demand is the willingness and ability of a consumer to purchase a good under the prevailing circumstances; so, any circumstance that affects the consumer's willingness or ability to buy the good or service in question can be a non-price determinant of demand. As an example, weather could be a factor in the demand for beer at a baseball game.does an increase in income shifts the demand curve",1
"Among the national teams, Germany and Brazil have played the most World Cup matches (109), Germany appeared in the most finals (8), semi-finals (13), quarter-finals (16), while Brazil has appeared in the most World Cups (21), has the most wins (73) and has scored the most goals (229). The two teams have played each other twice in the World Cup, in the 2002 final and in the 2014 semi-final.have any teams played each other twice in the world cup",1
"The city of Lloydminster is the only exception to this arrangement. Located partly in Saskatchewan and partly in Alberta, it observes Mountain Time year-round, and changes its clocks for DST. Since Lloydminster does change its clocks, the time in Saskatchewan is the same in all parts of the province during the summer months.is there a time change between alberta and saskatchewan",1
"In July 2016, New York State exempted feminine hygiene products from taxation, reducing the state's tax revenue by an estimated US$10 million annually. Connecticut and Illinois also removed their tax in 2016, with Florida following suit in 2017.is there tax on feminine products in florida",0
"Melrose Place is an American primetime soap opera that aired on Fox from July 8, 1992, to May 24, 1999, for seven seasons. The show follows the lives of a group of young adults living in an apartment complex called Melrose Place, in West Hollywood, California. The show was created by Darren Star for Fox and executive produced by Aaron Spelling for his company, Spelling Television. It was the second series in the Beverly Hills, 90210 franchise. Season one and season two were broadcast on Wednesday at 9 p.m., after Beverly Hills, 90210. In 1994, for its third-season premiere, the show moved to Monday at 8 p.m.is melrose place a spin off of 90210",1
"Chapman was hit in the head by a pitch thrown by Yankees pitcher Carl Mays, and died 12 hours later. He remains the only Major League Baseball player to have died from an injury received during an MLB game. His death led to Major League Baseball establishing a rule requiring umpires to replace the ball whenever it became dirty, and it was partially the reason--along with sanitary concerns--that the spitball was banned after the 1920 season. Chapman's death was also one of the examples used to emphasize the need for wearing batting helmets (although the rule was not adopted until over 30 years later).has any baseball player ever died on the field",0
"The medullary ascending limb is impermeable to water. Sodium (Na), potassium (K) and chloride (Cl) ions are reabsorbed by active transport. K is passively transported along its concentration gradient through a K leak channel in the apical aspect of the cells, back into the lumen of the ascending limb. This K ``leak'' generates a positive electrochemical potential difference in the lumen. This drives more paracellular reabsorption of Na, as well as other cations such as magnesium (Mg) and importantly calcium Ca due to charge repulsion.is the thick ascending limb permeable to water",0
"Bert and Ernie are two Muppets who appear together in numerous skits on the popular U.S. children's television show Sesame Street. Originated by Frank Oz and Jim Henson, the characters are currently performed by puppeteers Eric Jacobson and Peter Linz; Oz occasionally performs Bert.are ernie and bert still on sesame street",1
"As a novel glass forming technique created in the middle of the 1st century BC, glassblowing exploited a working property of glass that was previously unknown to glassworkers, inflation, the expansion of a molten blob of glass by introducing a small amount of air to it. That is based on the liquid structure of glass where the atoms are held together by strong chemical bonds in a disordered and random network, therefore molten glass is viscous enough to be blown and gradually hardens as it loses heat.glass blowing is a technique that dates from roman times",1
"It was announced by Apple in October 2008. As of 2013, all new Apple Macintosh computers had the port, as did the LED Cinema Display. However, in 2016 Apple began phasing out the port and replacing it with the new USB-C connector. The Mini DisplayPort is also fitted to some PC motherboards, and some PC notebooks from Asus, Microsoft, MSI, Lenovo, Toshiba, HP, Dell, and other manufacturers.is a display port the same as usb",0
"On April 29, 2005, with heavy backing from Governor Mitch Daniels' economic development plan, and after years of controversy, the Indiana General Assembly passed a law stating that, effective April 2, 2006, the entire state of Indiana would become the 48th state to observe daylight saving time. The bill was also accompanied by Senate Enrolled Act 127, which required Governor Daniels to seek federal hearings from the USDOT on whether to keep Indiana on Eastern Time with New York City and Ohio or whether to move the entire state back to Central Time with Chicago.is ohio and new york in the same time zone",1
"Collard greens are a staple vegetable in Southern U.S. cuisine. They are often prepared with other similar green leaf vegetables, such as kale, turnip greens, spinach, and mustard greens in the dish called ``mixed greens''. Typical seasonings when cooking collards are smoked and salted meats (ham hocks, smoked turkey drumsticks, smoked turkey necks, pork neckbones, fatback or other fatty meat), diced onions, vinegar, salt, and black pepper, white pepper, or crushed red pepper, and some cooks add a small amount of sugar. Traditionally, collards are eaten on New Year's Day, along with black-eyed peas or field peas and cornbread, to ensure wealth in the coming year. Cornbread is used to soak up the ``pot liquor'', a nutrient-rich collard broth. Collard greens may also be thinly sliced and fermented to make a collard sauerkraut that is often cooked with flat dumplings.are collard greens the same as mustard greens",0
"Anne and Gilbert finally marry at Green Gables, the house Anne grew up in, and move to the village of Four Winds, P.E.I. There, they take up residence in a small house Anne dubs the ``House of Dreams'', and Gilbert takes over his uncle's medical practice in the nearby town of Glen St. Mary. Anne praises her ``house of dreams'' as ``like a creamy seashell stranded on the harbor shore'', which is surrounded by fir trees ``enfolding secrets'' while the lane leading to the house is full of blossoming trees. The house looks up to a harbor on one side and a shining brook in the valley below. Anne's major problem at the House of Dreams is helping her neighbor Leslie Moore, whose husband was left with brain damage after an accident, and who is as emotionally damaged as her husband is brain-damaged.do anne shirley and gilbert blythe end up together",1
"Both types of privilege are based on the policy of encouraging spousal harmony and preventing spouses from having to condemn, or be condemned by, their spouses: the spousal communications privilege or confidences privilege is a form of privileged communication that protects the contents of confidential communications between spouses during their marriage from testimonial disclosure, while spousal testimonial privilege (also called spousal incompetency and spousal immunity) protects the individual holding the privilege from being called to testify in proceedings relating to his/her spouse.does a spouse have to testify against their spouse",0
"Aviation fuel is a specialized type of petroleum-based fuel used to power aircraft. It is generally of a higher quality than fuels used in less critical applications, such as heating or road transport, and often contains additives to reduce the risk of icing or explosion due to high temperature, among other properties.is airplane fuel the same as car fuel",0
"Temple of the Dog was an American rock supergroup that formed in Seattle, Washington in 1990. It was conceived by vocalist Chris Cornell of Soundgarden as a tribute to his friend, the late Andrew Wood, lead singer of the bands Malfunkshun and Mother Love Bone. The lineup included Stone Gossard on rhythm guitar, Jeff Ament on bass guitar (both ex-members of Mother Love Bone), Mike McCready on lead guitar, and Matt Cameron on drums. Eddie Vedder appeared as a guest to provide some lead and backing vocals.does eddie vedder sing in temple of the dog",1
"Common ravens can thrive in varied climates; indeed this species has the largest range of any member of the genus, and one of the largest of any passerine. They range throughout the Holarctic from Arctic and temperate habitats in North America and Eurasia to the deserts of North Africa, and to islands in the Pacific Ocean. In the British Isles, they are more common in Scotland, Wales, northern England and the west of Ireland. In Tibet, they have been recorded at altitudes up to 5,000 m (16,400 ft), and as high as 6,350 m (20,600 ft) on Mount Everest. The population sometimes known as the Punjab raven--described as Corvus corax laurencei (also spelt lawrencii or laurencii) by Allan Octavian Hume but more often considered synonymous with subcorax--is restricted to the Sindh district of Pakistan and adjoining regions of northwestern India. They are generally resident within their range for the whole year. In his 1950 work, Grønlands Fugle (Birds of Greenland), noted ornithologist Finn Salomonsen indicated that common ravens did not overwinter in the Arctic. However, in Arctic Canada and Alaska, they are found year-round. Young birds may disperse locally.are there any wild ravens in the uk",1
"A blue moon is an additional full moon that appears in a subdivision of a year: either the third of four full moons in a season, or a second full moon in a month of the common calendar.can there be two full moons in one month",1
"Laura Ingalls Wilder work is autobiographical fiction. Wilder embellished or bent the truth on more than one occasion to keep her story interesting. She also presented a view of the world that supported her family's experiences and has been criticized regarding the history of the government's involvement in homesteading, and the related tragedies faced by Native American people. including illegal occupation of the land by her family, when that land was still recognized by the United States government as the Osage's territory.is little house on the prairie an autobiography",0
"Primary producers convert an abiotic source of energy (e.g. light) into energy stored in organic compounds, which can be used by other organisms (e.g. heterotrophs). The primary producers can convert the energy in the light (phototroph and photoautotroph) or the energy in inorganic chemical compounds (chemolithotrophs) to build organic molecules, which is usually accumulated in the form of biomass and will be used as carbon and energy source by other organisms (e.g. heterotrophs and mixotrophs). The photoautotrophs are the main primary producers, converting the energy of the light into chemical energy through photosynthesis, ultimately building organic molecules from carbon dioxide, an inorganic carbon source. Examples of chemolithotrophs are some archaea and bacteria (unicellular organisms) that produce biomass from the oxidation of inorganic chemical compounds, these organisms are called chemoautotrophs, and are frequently found in hydrothermal vents in the deep ocean. Primary producers ares at the lowest trophic level, and are the reasons why Earth is sustainable for life to this day .are producers the source of all the food in an ecosystem",1
"The play is a three-act drama, which takes place on a single night in April 1912, focusing on the prosperous upper middle-class Birling family, who live in a comfortable home in the fictional town of Brumley, ``an industrial city in the north Midlands''. The family is visited by a man calling himself Inspector Goole, who questions the family about the suicide of a young working-class woman, Eva Smith (also known as Daisy Renton). Long considered part of the repertory of classic ``drawing room'' theatre, the play has also been hailed as a scathing criticism of the hypocrisies of Victorian and Edwardian English society and as an expression of Priestley's socialist political principles. The play is studied in many schools in the UK as one of the prescribed texts for the English Literature GCSE (General Certificate of Secondary Education) examination.is an inspector calls set in the victorian era",0
"An S corporation, for United States federal income tax purposes, is a closely held corporation (or, in some cases, a limited liability company (LLC) or a partnership) that makes a valid election to be taxed under Subchapter S of Chapter 1 of the Internal Revenue Code. In general, S corporations do not pay any income taxes. Instead, the corporation's income or losses are divided among and passed through to its shareholders. The shareholders must then report the income or loss on their own individual income tax returns.is a subchapter s corporation the same as an s corporation",1
"In season ten, Preston is seen to be living in Zürich, where he runs a privately owned cardiothoracic research hospital. He invited Cristina to the hospital to give a speech on her research. Cristina is both shocked and angered by the sight of Preston, and the former couple exchange bitter sentiments. Cristina claims that the two would never have worked out because she wanted to emulate him, not be by his side. Preston then reveals his ulterior motive for bringing Cristina to Switzerland: to ask her to take over his hospital, which she accepts. He is married to an Italian woman, Edra, and has two daughters, Simone and Vivianna. They are on the verge of moving to Milan.do cristina and burke get back together after the wedding",0
"Urine-indicator dye is a substance which is supposed to be able to react with urine to form a colored cloud in a swimming pool, thus indicating the location of people who are urinating while they are in the pool. A 2015 report from the National Swimming Pool Foundation called this ``the most common pool myth of all time'', with nearly half of Americans surveyed by researchers believing that the dye existed.will pool water turn blue if you pee in it",0
"The Department of Defense is headed by the Secretary of Defense, a cabinet-level head who reports directly to the President of the United States. Beneath the Department of Defense are three subordinate military departments: the United States Department of the Army, the United States Department of the Navy, and the United States Department of the Air Force. In addition, four national intelligence services are subordinate to the Department of Defense: the Defense Intelligence Agency (DIA), the National Security Agency (NSA), the National Geospatial-Intelligence Agency (NGA), and the National Reconnaissance Office (NRO). Other Defense Agencies include the Defense Advanced Research Projects Agency (DARPA), the Defense Logistics Agency (DLA), the Missile Defense Agency (MDA), the Defense Health Agency (DHA), Defense Threat Reduction Agency (DTRA), the Defense Security Service (DSS), and the Pentagon Force Protection Agency (PFPA), all of which are under the command of the Secretary of Defense. Military operations are managed by nine regional or functional Unified combatant commands. The Department of Defense also operates several joint services schools, including the National Defense University (NDU) and the National War College (NWC).is the navy part of the department of defense",1
"A co-production of the United States and the United Kingdom, The Dark Knight was released on July 18, 2008 in the United States and on July 25, 2008, in the United Kingdom. Film critics consider it one of the best films of the 2000s and one of the best superhero films ever; the film received highly positive reviews, particularly for its action, score, screenplay, performances (particularly Ledger's), visual effects, and direction, and set numerous records during its theatrical run. The Dark Knight appeared on more critics' top ten lists (287) than any other film of 2008 with the exception of WALL-E, and more critics (77) named The Dark Knight the best film released that year. With over $1 billion in revenue worldwide, it became the highest-grossing film of 2008 and is the 35th highest-grossing film of all time, unadjusted for inflation (4th at the time of release); it also set the record for highest-grossing domestic opening with $158 million, a record it held for three years. The film received eight Academy Award nominations; it won the award for Best Sound Editing and Ledger was posthumously awarded Best Supporting Actor. The Dark Knight Rises, the final film in the trilogy, was released on July 20, 2012.is there a sequel to the dark knight",1
"In the history of Europe, the Middle Ages (or Medieval Period) lasted from the 5th to the 15th century. It began with the fall of the Western Roman Empire and merged into the Renaissance and the Age of Discovery. The Middle Ages is the middle period of the three traditional divisions of Western history: classical antiquity, the medieval period, and the modern period. The medieval period is itself subdivided into the Early, High, and Late Middle Ages.are the medieval and middle ages the same",1
"Additionally, several other actors reprise their MCU roles: Danai Gurira as Okoye, the head of the Dora Milaje; Letitia Wright as T'Challa's sister Shuri; William Hurt as Thaddeus Ross, the U.S. Secretary of State; Kerry Condon as the voice of Stark's A.I. F.R.I.D.A.Y.; Winston Duke as M'Baku, the leader of Wakanda's mountain tribe the Jabari; Florence Kasumba as Ayo, a member of the Dora Milaje; Jacob Batalon as Parker's friend Ned; Isabella Amara as Parker's classmate Sally; Tiffany Espensen as Parker's classmate Cindy; and Ethan Dizon as Parker's classmate Tiny. Samuel L. Jackson and Cobie Smulders make uncredited cameos as Nick Fury and Maria Hill, the former director and deputy director of S.H.I.E.L.D, respectively, in the film's post-credits scene.is there a end credit scene in infity war",1
"Only Bobby Jones has ever completed a Grand Slam. No man has ever achieved a modern era Grand Slam. Tiger Woods won all four events major events consecutively within a 365-day period, but his victories were spread over two calendar years.has any golfer won all 4 majors in 1 year",1
"Linseed oil, also known as flaxseed oil or flax oil, is a colourless to yellowish oil obtained from the dried, ripened seeds of the flax plant (Linum usitatissimum). The oil is obtained by pressing, sometimes followed by solvent extraction. Linseed oil is a drying oil, meaning it can polymerize into a solid form. Due to its polymer-forming properties, linseed oil can be used on its own or blended with combinations of other oils, resins or solvents as an impregnator, drying oil finish or varnish in wood finishing, as a pigment binder in oil paints, as a plasticizer and hardener in putty, and in the manufacture of linoleum. Linseed oil use has declined over the past several decades with increased availability of synthetic alkyd resins--which function similarly but resist yellowing.is flax oil the same as linseed oil",1
"In Chinese tradition, certain numbers are believed by some to be auspicious (吉利, pinyin: jílì; Cantonese Yale: gātleih) or inauspicious (不利, pinyin: bùlì; Cantonese Yale: bātleih) based on the Chinese word that the number sounds similar to. The numbers 6, 8 and 9 are generally considered to be auspicious, while 4 and 7 are considered inauspicious.is 9 a lucky number in chinese culture",1
"The United States Minor Outlying Islands are a statistical designation defined by the International Organization for Standardization's ISO 3166-1 code. The entry code is ISO 3166-2:UM. The minor outlying islands and groups of islands consist of eight United States insular areas in the Pacific Ocean (Baker Island, Howland Island, Jarvis Island, Johnston Atoll, Kingman Reef, Midway Atoll, Palmyra Atoll, and Wake Island) and one in the Caribbean Sea (Navassa Island).is puerto rico a united states minor outlying islands",0
"The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Scouts. Since purchasing the team in 1999, Leonsis revitalized the franchise by drafting star players such as Alexander Ovechkin, Nicklas Backstrom, Mike Green and Braden Holtby. The 2009--10 Capitals won the franchise's first-ever Presidents' Trophy for being the team with the most points at the end of the regular season. They won it a second time in 2015--16, and did so for a third time the following season in 2016--17. In addition to eleven division titles and three Presidents' Trophies, the Capitals have reached the Stanley Cup Finals twice (in 1998 and 2018), winning in 2018.has the washington capitals ever been to the finals",1
"This is a list of National Basketball Association (NBA) franchise post-season appearance droughts. This list includes the all-time and the active consecutive non-playoffs. Aside from the NBA playoff appearance droughts, this list also includes droughts of series wins, appearances in the NBA Finals and NBA championship wins. The teams which have never made an NBA Playoffs appearance, an NBA Finals appearance championship. The oldest such franchise is the Suns (48 seasons), while the Royals/Kings and the Hawks have even longer championship droughts (67 and 60 seasons, respectively). Seven franchises have never been to the NBA Finals, the highest number among the major North American sports. The oldest such team is the Braves/Clippers franchise (45 seasons); the Kings and the Hawks have appearance droughts that are even longer (65 and 58 seasons, respectively). The longest a franchise has gone without appearing in the playoffs at all is 15 seasons: the Braves/Clippers franchise from 1977 to 1991.has any nba team not won a championship",1
"In the United States, Haribo gummy bears are sold in five flavors: raspberry (red); orange (orange); strawberry (green); pineapple (colorless); and lemon (yellow). Trolli's bears are similarly most often sold in five flavors in the United States, and in the same colors; however, Trolli's red bear is strawberry-flavored, while the green is lime and the colorless is grape. Many companies emulate either Haribo or Trolli flavor-color combinations. Health-oriented brands, which often use all-natural flavors, sometimes opt for more and different flavors. For example, the boxed bulk gummis sold by Sunflower/Newflower Markets include grape, pineapple-coconut, and peach, among others.are haribo gummy bears all the same flavor",0
"There is a common belief that ship captains have historically been, and currently are, able to perform marriages. Although this depends on the country of registry, ship captains are not, and have never been, permitted to perform marriages in the US.can a captain of a ship marry you",0
"An ABA routing transit number (ABA RTN) is a nine-digit code, used in the United States, which appears on the bottom of negotiable instruments such as checks to identify the financial institution on which it was drawn. The ABA RTN was originally designed to facilitate the sorting, bundling, and shipment of paper checks back to the drawer's (check writer's) account. As new payment methods were developed (ACH and Wire), the system was expanded to accommodate these payment methods.is a aba number the same as a routing number",1
"Beefalo, also referred to as cattalo or the American hybrid, are a fertile hybrid offspring of domestic cattle (Bos taurus), usually a male in managed breeding programs, and the American bison (Bison bison), usually a female in managed breeding programs. The breed was created to combine the characteristics of both animals for beef production.can you breed a bison with a cow",1
"On August 3, 2017, both CBC and Netflix renewed the series for a 10-episode second season to premiere in 2018. Season 2 began production in November 2017.are they going to make another season of anne with an e",1
"A tornado watch (SAME code: TOA) is issued when weather conditions are favorable for the development of severe thunderstorms called a supercell that are capable of producing tornadoes. A tornado watch therefore implies that it is also a severe thunderstorm watch. A tornado watch must not be confused with a tornado warning. In most cases, the potential exists for large hail and/or damaging winds in addition to tornadoes.does a tornado watch mean there is a tornado",0
"Jurassic World: Fallen Kingdom is a 2018 American science fiction adventure film and the sequel to Jurassic World (2015). Directed by J.A. Bayona, it is the fifth installment of the Jurassic Park film series, as well as the second installment of a planned Jurassic World trilogy. Derek Connolly and Jurassic World director Colin Trevorrow both returned as writers, with Trevorrow and original Jurassic Park director Steven Spielberg acting as executive producers.is there gonna be a 5th jurassic park",1
"The Battle of Fort Sumter (April 12--13, 1861) was the bombardment of Fort Sumter near Charleston, South Carolina by the Confederate States Army, and the return gunfire and subsequent surrender by the United States Army, that started the American Civil War. Following the declaration of secession by South Carolina on December 20, 1860, its authorities demanded that the U.S. Army abandon its facilities in Charleston Harbor. On December 26, Major Robert Anderson of the U.S. Army surreptitiously moved his small command from the vulnerable Fort Moultrie on Sullivan's Island to Fort Sumter, a substantial fortress built on an island controlling the entrance of Charleston Harbor. An attempt by U.S. President James Buchanan to reinforce and resupply Anderson using the unarmed merchant ship Star of the West failed when it was fired upon by shore batteries on January 9, 1861. South Carolina authorities then seized all Federal property in the Charleston area except for Fort Sumter.was the battle of fort sumter the first battle",1
"More recently, the British Army has been seen sporting a full range of stubble, moustaches and beards in Afghanistan in an effort to blend in with the generally bearded Afghan men, for whom a beard is seen as a sign of virility and authority.are you allowed beards in the british army",1
"Saudi Aramco (Arabic: أرامكو السعودية‎‎ ʾArāmkō s-Suʿūdiyyah), officially the Saudi Arabian Oil Company, most popularly known just as Aramco (formerly Arabian-American Oil Company), is a Saudi Arabian national petroleum and natural gas company based in Dhahran. Saudi Aramco's market value has been estimated at between $2 trillion and $10 trillion, making it the most valuable company in the world.is saudi aramco the biggest company in the world",1
"Near the surface of the Earth, an object in free fall in a vacuum will accelerate at approximately 9.8 m/s, independent of its mass. With air resistance acting on an object that has been dropped, the object will eventually reach a terminal velocity, which is around 53 m/s (195 km/h or 122 mph) for a human skydiver. The terminal velocity depends on many factors including mass, drag coefficient, and relative surface area and will only be achieved if the fall is from sufficient altitude. A typical skydiver in a spread-eagle position will reach terminal velocity after about 12 seconds, during which time he will have fallen around 450 m (1,500 ft).is there a terminal velocity in a vacuum",1
"Announcing the resort in October 2007, MGM Mirage estimated the construction would ``have a budget in the $4.5-$5 billion range'', with ground to be broken in 2008 and the hotel to open in 2012. In October 2008, MGM Mirage declared in its third-quarter financial report that development activities for the resort other than design and pre-development had been postponed due to economic conditions of the late-2000s recession and the credit market environment from the financial crisis of 2007--2010. On March 12, 2010, MGM Mirage announced it would stop doing business as a gaming licensee in New Jersey, effectively abandoned the project.are there any mgm casinos in atlantic city",0
"The Green Inferno is a 2013 American cannibal horror film directed by Eli Roth. The film was inspired by and is a homage to Italian cannibal films of the late 1970s and early '80s ``cannibal boom'', including Cannibal Holocaust (1980), which features a film-within-a-film titled The Green Inferno. The film follows a group of activists who are forced to fight for survival when they are captured by a cannibalistic tribe.is the green inferno based on actual events",0
"The Little Red-Haired Girl is an unseen character in the Peanuts comic strip by Charles M. Schulz, who serves as the object of Charlie Brown's affection, and a symbol of unrequited love. While never seen in the strip, she appears onscreen in several television specials, in which her name has been revealed as Heather Wold. Charlie Brown most often notices her while eating lunch outdoors, always failing to muster the courage to speak to her. She figures prominently in Valentine's Day strips, several of which focus on Charlie Brown's hope of getting a valentine from her. Charlie Brown typically attempts to give her a valentine but panics at the last minute.is peggy jean the little red haired girl",0
"Ireland (Irish: Éire (ˈeːɾjə) ( listen)), also known as the Republic of Ireland (Poblacht na hÉireann), is a sovereign state in north-western Europe occupying 26 of 32 counties of the island of Ireland. The capital and largest city is Dublin, which is located on the eastern part of the island, and whose metropolitan area is home to around a third of the country's 4.8 million inhabitants. The state shares its only land border with Northern Ireland, a part of the United Kingdom. It is otherwise surrounded by the Atlantic Ocean, with the Celtic Sea to the south, Saint George's Channel to the south-east, and the Irish Sea to the east. It is a unitary, parliamentary republic. The legislature, the Oireachtas, consists of a lower house, Dáil Éireann, an upper house, Seanad Éireann, and an elected President (Uachtarán) who serves as the largely ceremonial head of state, but with some important powers and duties. The head of government is the Taoiseach (Prime Minister, literally 'Chief', a title not used in English), who is elected by the Dáil and appointed by the President; the Taoiseach in turn appoints other government ministers.is the republic of ireland part of the united kingdom",0
"Eastbound vehicles must pay a toll to cross the bridge; as with all Hudson River crossings along the North River, westbound vehicles cross for free. As of December 6, 2015, the cash tolls going from New Jersey to New York are $15 for both cars and motorcycles. E-ZPass users are charged $10.50 for cars and $9.50 for motorcycles during off-peak hours, and $12.50 for cars and $11.50 for motorcycles during peak hours. Trucks are charged cash tolls of $20.00 per axle, with discounted peak, off-peak, and overnight E-ZPass tolls. A discounted carpool toll ($6.50) is available at all times for cars with three or more passengers using NY or NJ E-ZPass, who proceed through a staffed toll lane (provided they have registered with the free ``Carpool Plan''). There is an off-peak toll of $7.00 for qualified low-emission passenger vehicles, which have received a Green E-ZPass based on registering for the Port Authority Green Pass Discount Plan.is there a toll both ways on the george washington bridge",0
"The strongest jet streams are the polar jets, at 9--12 km (30,000--39,000 ft) above sea level, and the higher altitude and somewhat weaker subtropical jets at 10--16 km (33,000--52,000 ft). The Northern Hemisphere and the Southern Hemisphere each have a polar jet and a subtropical jet. The northern hemisphere polar jet flows over the middle to northern latitudes of North America, Europe, and Asia and their intervening oceans, while the southern hemisphere polar jet mostly circles Antarctica all year round.is there a jetstream in the southern hemisphere",1
"The trophy has the engraving ``FIFA World Cup'' on its base. After the 1994 FIFA World Cup a plate was added to the bottom side of the trophy on which the names of winning countries are engraved, names therefore not visible when the trophy is standing upright. The inscriptions state the year in figures and the name of the winning nation in its national language; for example, ``1974 Deutschland'' or ``1994 Brasil''. In 2010, however, the name of the winning nation was engraved as ``2010 Spain'', in English, not in Spanish. As of 2018, twelve winners have been engraved on the base. The plate is replaced each World Cup cycle and the names of the trophy winners are rearranged into a spiral to accommodate future winners, with Spain on later occasions written in Spanish (``España''). FIFA's regulations now state that the trophy, unlike its predecessor, cannot be won outright: the winners of the tournament receive a bronze replica which is gold-plated rather than solid gold. Germany became the first nation to win the new trophy for the third time when they won the 2014 FIFA World Cup.does the world cup stay with the winner",0
"The Amazon rainforest (Portuguese: Floresta Amazônica or Amazônia; Spanish: Selva Amazónica, Amazonía or usually Amazonia; French: Forêt amazonienne; Dutch: Amazoneregenwoud), also known in English as Amazonia or the Amazon Jungle, is a moist broadleaf forest in the Amazon biome that covers most of the Amazon basin of South America. This basin encompasses 7,000,000 km (2,700,000 sq mi), of which 5,500,000 km (2,100,000 sq mi) are covered by the rainforest. This region includes territory belonging to nine nations. The majority of the forest is contained within Brazil, with 60% of the rainforest, followed by Peru with 13%, Colombia with 10%, and with minor amounts in Venezuela, Ecuador, Bolivia, Guyana, Suriname and French Guiana. States or departments in four nations contain ``Amazonas'' in their names. The Amazon represents over half of the planet's remaining rainforests, and comprises the largest and most biodiverse tract of tropical rainforest in the world, with an estimated 390 billion individual trees divided into 16,000 species.the amazon rainforest is the largest rainforest in the world",1
"``All Along the Watchtower'' is a song written and recorded by American singer-songwriter Bob Dylan. The song initially appeared on his 1967 album John Wesley Harding, and it has been included on most of Dylan's subsequent greatest hits compilations. Since the late 1970s, he has performed it in concert more than any of his other songs. Different versions appear on four of Dylan's live albums.did bob dylan write all along the watchtower",1
Drinking in public in Denmark is legal in general. The law forbids ``disturbing of the public law and order''. Thus general consumption is accepted. Several cafes have outdoor serving in the same zones.can you drink alcohol in public in denmark,1
"Bona fide residents of Puerto Rico cannot claim deductions and/or credits allocable to or chargeable against Puerto Rican source income that is excluded from a U.S. tax return. The deductions and credits not attributable to specific income must be divided between excluded income from sources in Puerto Rico and income from all other sources to find the part that can be deducted or credited on a U.S. tax return. Examples of deductions not attributable to specific income include alimony, the standard deduction, and certain itemized deductions such as medical expenses, charitable contributions, and real estate taxes and mortgage interest on your personal residence. Personal exemptions are generally allowed in full.are there real estate taxes in puerto rico",1
"Trinidad and Tobago (/ˈtrɪnɪdæd ... təˈbeɪɡoʊ/ ( listen), /toʊ-/), officially the Republic of Trinidad and Tobago, is a twin island sovereign state that is the southernmost nation of the West Indies in the Caribbean. It is situated 130 kilometres (81 miles) south of Grenada off the northern edge of the South American mainland, 11 kilometres (6.8 miles) off the coast of northeastern Venezuela. It shares maritime boundaries with Barbados to the northeast, Grenada to the northwest, Guyana to the southeast, and Venezuela to the south and west.is trinidad and tobago part of the caribbean",1
"Liz is mute, but often does things that one would not expect from a chameleon in real life, such as driving the bus. When she goes to Herp Haven for a brief period her packing list includes claw polish, scale moisturizer and fang-paste. If Ms. Frizzle has to leave the students for a brief period for any reason, or if the class must split up, she leaves Liz in charge, acting as a sort of substitute teacher. In ``In a Pickle'', she is the supposed ``Judge'' in Ms. Frizzle's trial for stealing Keesha's 1st prize cucumber/turning it into a pickle (she wears the wig, and the outfit, and carries the gavel).is liz from magic school bus a girl",1
"Two-stroke oil (also referred to as two-cycle oil, 2-cycle oil, 2T oil, 2-stroke oil or petroil) is a special type of motor oil intended for use in crankcase compression two-stroke engines.is there a difference between 2stroke and 2-cycle oil",0
"Both types of privilege are based on the policy of encouraging spousal harmony and preventing spouses from having to condemn, or be condemned by, their spouses: the spousal communications privilege or confidences privilege is a form of privileged communication that protects the contents of confidential communications between spouses during their marriage from testimonial disclosure, while spousal testimonial privilege (also called spousal incompetency and spousal immunity) protects the individual holding the privilege from being called to testify in proceedings relating to his/her spouse.can you be forced to testify against your spouse",0
